dt vl vr
1512745855.103    9.919    3.692    0.150 -0.874  0.0144 -0.0061  0.9333 -0.0435 -0.0222 -0.0226
1512745855.108    9.919    3.692    0.150 -0.874  0.0100 -0.0046  0.9438 -0.0451 -0.0261 -0.0233
1512745855.127    9.897    3.681    0.150 -0.874  0.0325 -0.0056  0.9351 -0.0435 -0.0304 -0.0213
1512745855.135    9.897    3.681    0.150 -0.874 -0.0146  0.0005  0.9250 -0.0405 -0.0225 -0.0224
1512745855.161    9.904    3.669    0.150 -0.874  0.0208 -0.0215  0.9309 -0.0469 -0.0228 -0.0236
1512745855.181    9.906    3.690    0.150 -0.874  0.0093 -0.0078  0.9568 -0.0458 -0.0290 -0.0206
1512745855.200    9.876    3.716    0.150 -0.874  0.0122 -0.0034  0.9326 -0.0431 -0.0200 -0.0222
1512745855.205    9.876    3.716    0.150 -0.874  0.0063 -0.0244  0.9438 -0.0402 -0.0212 -0.0212
1512745855.224    9.856    3.712    0.150 -0.874  0.0251 -0.0093  0.9419 -0.0439 -0.0242 -0.0226
1512745855.231    9.856    3.712    0.150 -0.874  0.0095  0.0054  0.9399 -0.0415 -0.0264 -0.0216
1512745855.250    9.860    3.713    0.150 -0.874  0.0239 -0.0090  0.9443 -0.0398 -0.0249 -0.0242
1512745855.256    9.860    3.713    0.150 -0.874  0.0220  0.0095  0.9343 -0.0478 -0.0244 -0.0202
1512745855.278    9.850    3.726    0.150 -0.874  0.0181  0.0032  0.9487 -0.0410 -0.0262 -0.0245
1512745855.294    9.851    3.735    0.150 -0.874  0.0071 -0.0237  0.9363 -0.0406 -0.0190 -0.0225
1512745855.316    9.872    3.718    0.150 -0.874  0.0073  0.0037  0.9309 -0.0465 -0.0268 -0.0230
1512745855.338    9.885    3.720    0.150 -0.874  0.0237 -0.0085  0.9351 -0.0429 -0.0221 -0.0204
1512745855.346    9.885    3.720    0.150 -0.874  0.0171 -0.0054  0.9521 -0.0463 -0.0302 -0.0200
1512745855.364    9.904    3.737    0.150 -0.874  0.0417 -0.0320  0.9380 -0.0441 -0.0222 -0.0213
1512745855.370    9.904    3.737    0.150 -0.874  0.0125 -0.0073  0.9446 -0.0411 -0.0278 -0.0245
1512745855.389    9.892    3.753    0.150 -0.874  0.0259 -0.0161  0.9539 -0.0469 -0.0268 -0.0268
1512745855.395    9.892    3.753    0.150 -0.874  0.0198 -0.0007  0.9331 -0.0481 -0.0190 -0.0201
1512745855.414    9.890    3.722    0.150 -0.874  0.0193 -0.0042  0.9346 -0.0451 -0.0280 -0.0225
1512745855.421    9.890    3.722    0.150 -0.874  0.0156 -0.0037  0.9312 -0.0430 -0.0214 -0.0250
1512745855.442    9.862    3.745    0.150 -0.874  0.0044 -0.0107  0.9348 -0.0431 -0.0274 -0.0242
1512745855.466    9.867    3.745    0.150 -0.874  0.0093 -0.0110  0.9441 -0.0423 -0.0282 -0.0216
1512745855.473    9.867    3.745    0.150 -0.874  0.0276  0.0002  0.9490 -0.0454 -0.0260 -0.0216
1512745855.492    9.889    3.765    0.150 -0.874  0.0269 -0.0078  0.9414 -0.0426 -0.0264 -0.0210
1512745855.514    9.886    3.766    0.150 -0.874  0.0137 -0.0208  0.9463 -0.0423 -0.0226 -0.0197
1512745855.521    9.886    3.766    0.150 -0.874  0.0142 -0.0039  0.9666 -0.0482 -0.0244 -0.0250
1512745855.540    9.889    3.806    0.150 -0.874 -0.0242 -0.0349  0.9302 -0.0474 -0.0213 -0.0242
1512745855.560    9.860    3.829    0.150 -0.874  0.0461 -0.0168  0.9387 -0.0501 -0.0221 -0.0232
1512745855.581    9.851    3.827    0.150 -0.874  0.0229 -0.0083  0.9487 -0.0433 -0.0292 -0.0232
1512745855.589    9.851    3.827    0.150 -0.874  0.0305 -0.0005  0.9497 -0.0413 -0.0241 -0.0217
1512745855.609    9.837    3.820    0.150 -0.874  0.0254 -0.0134  0.9397 -0.0441 -0.0220 -0.0236
1512745855.617    9.837    3.820    0.150 -0.874  0.0178  0.0205  0.9451 -0.0483 -0.0254 -0.0225
1512745855.635    9.835    3.820    0.150 -0.874  0.0156 -0.0071  0.9460 -0.0403 -0.0252 -0.0246
1512745855.641    9.835    3.820    0.150 -0.874  0.0146 -0.0044  0.9399 -0.0466 -0.0232 -0.0200
1512745855.657    9.833    3.815    0.150 -0.874  0.0183 -0.0120  0.9473 -0.0411 -0.0197 -0.0244
1512745855.662    9.833    3.815    0.150 -0.874  0.0178  0.0078  0.9531 -0.0477 -0.0237 -0.0221
1512745855.680    9.852    3.799    0.150 -0.874  0.0271 -0.0032  0.9480 -0.0410 -0.0242 -0.0233
1512745855.686    9.852    3.799    0.150 -0.874  0.0063 -0.0066  0.9458 -0.0425 -0.0273 -0.0217
1512745855.701    9.852    3.799    0.150 -0.874  0.0105 -0.0061  0.9358 -0.0433 -0.0208 -0.0193
1512745855.709    9.852    3.799    0.150 -0.874  0.0383 -0.0225  0.9204 -0.0470 -0.0282 -0.0204
1512745855.727    9.850    3.798    0.150 -0.874  0.0059 -0.0186  0.9331 -0.0368 -0.0149 -0.0246
1512745855.733    9.850    3.798    0.150 -0.874  0.0276  0.0142  0.9397 -0.0418 -0.0332 -0.0200
1512745855.754    9.869    3.773    0.150 -0.874  0.0066 -0.0027  0.9583 -0.0458 -0.0225 -0.0210
1512745855.775    9.871    3.782    0.150 -0.874  0.0217 -0.0061  0.9509 -0.0445 -0.0273 -0.0237
1512745855.781    9.871    3.782    0.150 -0.874  0.0356  0.0056  0.9546 -0.0446 -0.0252 -0.0240
1512745855.803    9.897    3.760    0.150 -0.874  0.0063 -0.0078  0.9456 -0.0411 -0.0290 -0.0220
1512745855.823    9.904    3.762    0.150 -0.874  0.0115 -0.0176  0.9504 -0.0402 -0.0188 -0.0194
1512745855.829    9.904    3.762    0.150 -0.874  0.0117 -0.0068  0.9258 -0.0494 -0.0290 -0.0216
1512745855.848    9.903    3.761    0.150 -0.874 -0.0005 -0.0154  0.9497 -0.0446 -0.0226 -0.0222
1512745855.855    9.903    3.761    0.150 -0.874  0.0188 -0.0073  0.9429 -0.0410 -0.0240 -0.0252
1512745855.871    9.903    3.761    0.150 -0.874 -0.0056 -0.0125  0.9370 -0.0425 -0.0264 -0.0224
1512745855.879    9.903    3.761    0.150 -0.874  0.0288 -0.0010  0.9438 -0.0447 -0.0177 -0.0224
1512745855.900    9.902    3.747    0.150 -0.874  0.0217 -0.0051  0.9414 -0.0415 -0.0310 -0.0197
1512745855.905    9.902    3.747    0.150 -0.874  0.0308  0.0044  0.9441 -0.0383 -0.0224 -0.0217
1512745855.921    9.910    3.744    0.150 -0.874  0.0198  0.0098  0.9304 -0.0427 -0.0332 -0.0238
1512745855.927    9.910    3.744    0.150 -0.874  0.0034 -0.0134  0.9548 -0.0365 -0.0194 -0.0241
1512745855.945    9.905    3.741    0.150 -0.874  0.0225  0.0127  0.9534 -0.0453 -0.0300 -0.0216
1512745855.953    9.905    3.741    0.150 -0.874  0.0022 -0.0090  0.9277 -0.0453 -0.0194 -0.0246
1512745855.971    9.903    3.739    0.150 -0.874  0.0122 -0.0027  0.9426 -0.0469 -0.0261 -0.0240
1512745855.980    9.903    3.739    0.150 -0.874  0.0146 -0.0049  0.9275 -0.0427 -0.0234 -0.0194
1512745855.998    9.901    3.740    0.150 -0.874  0.0154 -0.0010  0.9404 -0.0418 -0.0257 -0.0237
1512745856.016    9.902    3.755    0.150 -0.874  0.0269 -0.0073  0.9556 -0.0437 -0.0288 -0.0229
1512745856.022    9.902    3.755    0.150 -0.874  0.0100 -0.0156  0.9370 -0.0487 -0.0221 -0.0226
1512745856.026    9.902    3.755    0.150 -0.874  0.0071 -0.0085  0.9648 -0.0407 -0.0282 -0.0244
1512745856.033    9.902    3.755    0.150 -0.874  0.0325 -0.0015  0.9553 -0.0427 -0.0250 -0.0216
1512745856.038    9.902    3.755    0.150 -0.874  0.0117 -0.0100  0.9446 -0.0402 -0.0170 -0.0224
1512745856.043    9.902    3.755    0.150 -0.874  0.0095 -0.0037  0.9502 -0.0407 -0.0304 -0.0272
1512745856.055    9.857    3.717    0.150 -0.874 -0.0078 -0.0063  0.9270 -0.0413 -0.0298 -0.0209
1512745856.061    9.857    3.717    0.150 -0.874  0.0276 -0.0051  0.9463 -0.0411 -0.0206 -0.0205
1512745856.067    9.857    3.717    0.150 -0.874  0.0251 -0.0129  0.9419 -0.0461 -0.0277 -0.0241
1512745856.072    9.857    3.717    0.150 -0.874  0.0237 -0.0068  0.9333 -0.0423 -0.0250 -0.0228
1512745856.082    9.856    3.715    0.150 -0.874  0.0234 -0.0039  0.9302 -0.0395 -0.0245 -0.0192
1512745856.086    9.856    3.715    0.150 -0.874  0.0046 -0.0034  0.9294 -0.0435 -0.0226 -0.0233
1512745856.092    9.856    3.715    0.150 -0.874  0.0154 -0.0122  0.9509 -0.0382 -0.0301 -0.0205
1512745856.103    9.860    3.714    0.150 -0.874  0.0168 -0.0276  0.9534 -0.0406 -0.0276 -0.0212
1512745856.107    9.860    3.714    0.150 -0.874  0.0295  0.0015  0.9268 -0.0481 -0.0205 -0.0184
1512745856.111    9.860    3.714    0.150 -0.874 -0.0024 -0.0298  0.9697 -0.0409 -0.0200 -0.0228
1512745856.122    9.863    3.713    0.150 -0.874  0.0200 -0.0254  0.9368 -0.0418 -0.0190 -0.0221
1512745856.127    9.863    3.713    0.150 -0.874 -0.0066 -0.0037  0.9355 -0.0403 -0.0256 -0.0225
1512745856.140   10.063    3.892    0.150 -0.874  0.0005  0.0037  0.9541 -0.0433 -0.0305 -0.0209
1512745856.148   10.063    3.892    0.150 -0.874  0.0342  0.0054  0.9341 -0.0457 -0.0210 -0.0250
1512745856.154   10.063    3.892    0.150 -0.874 -0.0010 -0.0225  0.9204 -0.0449 -0.0265 -0.0205
1512745856.159   10.063    3.892    0.150 -0.874 -0.0015 -0.0208  0.9561 -0.0470 -0.0334 -0.0210
1512745856.170   10.061    3.870    0.150 -0.874  0.0234 -0.0151  0.9290 -0.0383 -0.0246 -0.0176
1512745856.173   10.061    3.870    0.150 -0.874 -0.0056 -0.0161  0.9287 -0.0429 -0.0262 -0.0240
1512745856.180   10.061    3.870    0.150 -0.874  0.0276 -0.0005  0.9573 -0.0469 -0.0218 -0.0262
1512745856.185   10.061    3.870    0.150 -0.874  0.0212 -0.0034  0.9458 -0.0446 -0.0278 -0.0253
1512745856.189   10.061    3.870    0.150 -0.874  0.0271  0.0186  0.9468 -0.0403 -0.0282 -0.0168
1512745856.200   10.060    3.870    0.150 -0.874  0.0083 -0.0095  0.9390 -0.0439 -0.0244 -0.0209
1512745856.204   10.060    3.870    0.150 -0.874  0.0037 -0.0149  0.9443 -0.0455 -0.0224 -0.0253
1512745856.210   10.060    3.870    0.150 -0.874  0.0088 -0.0034  0.9377 -0.0426 -0.0297 -0.0222
1512745856.214   10.060    3.870    0.150 -0.874  0.0354 -0.0103  0.9341 -0.0482 -0.0260 -0.0221
1512745856.220   10.060    3.870    0.150 -0.874  0.0039 -0.0088  0.9431 -0.0406 -0.0253 -0.0186
1512745856.242   10.041    3.897    0.150 -0.874  0.0146 -0.0056  0.9429 -0.0426 -0.0240 -0.0224
1512745856.248   10.041    3.897    0.150 -0.874  0.0081 -0.0112  0.9548 -0.0446 -0.0281 -0.0226
1512745856.268   10.040    3.878    0.150 -0.874  0.0217 -0.0032  0.9375 -0.0403 -0.0276 -0.0248
1512745856.290   10.030    3.882    0.150 -0.874  0.0063 -0.0112  0.9397 -0.0421 -0.0233 -0.0202
1512745856.297   10.030    3.882    0.150 -0.874  0.0283 -0.0071  0.9375 -0.0465 -0.0192 -0.0232
1512745856.314   10.023    3.883    0.150 -0.874  0.0132 -0.0051  0.9395 -0.0479 -0.0236 -0.0209
1512745856.338    9.889    3.762    0.150 -0.874  0.0210 -0.0059  0.9475 -0.0463 -0.0266 -0.0228
1512745856.359    9.884    3.766    0.150 -0.874  0.0078  0.0061  0.9412 -0.0473 -0.0224 -0.0242
1512745856.366    9.884    3.766    0.150 -0.874  0.0293 -0.0051  0.9399 -0.0434 -0.0270 -0.0222
1512745856.385    9.882    3.760    0.150 -0.874  0.0134  0.0105  0.9434 -0.0450 -0.0233 -0.0245
1512745856.405    9.894    3.754    0.150 -0.874  0.0349  0.0005  0.9451 -0.0415 -0.0254 -0.0229
1512745856.412    9.894    3.754    0.150 -0.874  0.0068 -0.0098  0.9490 -0.0433 -0.0245 -0.0238
1512745856.431    9.892    3.752    0.150 -0.874  0.0391  0.0037  0.9297 -0.0450 -0.0258 -0.0232
1512745856.437    9.892    3.752    0.150 -0.874  0.0220 -0.0034  0.9399 -0.0417 -0.0250 -0.0230
1512745856.458    9.872    3.730    0.150 -0.874  0.0269 -0.0081  0.9297 -0.0486 -0.0200 -0.0205
1512745856.478    9.880    3.724    0.150 -0.874  0.0137 -0.0042  0.9277 -0.0407 -0.0234 -0.0265
1512745856.485    9.880    3.724    0.150 -0.874 -0.0002 -0.0081  0.9270 -0.0474 -0.0248 -0.0249
1512745856.506    9.879    3.721    0.150 -0.874  0.0435  0.0168  0.9509 -0.0446 -0.0244 -0.0209
1512745856.513    9.879    3.721    0.150 -0.874 -0.0166 -0.0056  0.9263 -0.0418 -0.0285 -0.0197
1512745856.534    9.913    3.691    0.150 -0.874  0.0447 -0.0100  0.9355 -0.0438 -0.0229 -0.0236
1512745856.555    9.919    3.692    0.150 -0.874 -0.0093 -0.0256  0.9312 -0.0387 -0.0234 -0.0232
1512745856.562    9.919    3.692    0.150 -0.874  0.0337  0.0146  0.9512 -0.0377 -0.0289 -0.0216
1512745856.583    9.898    3.674    0.150 -0.874 -0.0066 -0.0081  0.9290 -0.0407 -0.0226 -0.0241
1512745856.590    9.898    3.674    0.150 -0.874  0.0347  0.0054  0.9446 -0.0447 -0.0218 -0.0242
1512745856.608    9.906    3.668    0.150 -0.874  0.0107  0.0083  0.9326 -0.0485 -0.0310 -0.0209
1512745856.616    9.906    3.668    0.150 -0.874  0.0203 -0.0139  0.9451 -0.0402 -0.0153 -0.0198
1512745856.638    9.908    3.695    0.150 -0.874  0.0261  0.0024  0.9539 -0.0403 -0.0188 -0.0202
1512745856.658    9.874    3.725    0.150 -0.874  0.0276 -0.0129  0.9543 -0.0425 -0.0168 -0.0224
1512745856.679    9.871    3.724    0.150 -0.874  0.0264  0.0088  0.9534 -0.0478 -0.0310 -0.0218
1512745856.685    9.871    3.724    0.150 -0.874  0.0278 -0.0266  0.9407 -0.0418 -0.0202 -0.0198
1512745856.706    9.863    3.720    0.150 -0.874 -0.0054 -0.0283  0.9587 -0.0429 -0.0232 -0.0252
1512745856.713    9.863    3.720    0.150 -0.874  0.0344 -0.0100  0.9683 -0.0431 -0.0297 -0.0196
1512745856.735    9.850    3.735    0.150 -0.874  0.0046 -0.0093  0.9343 -0.0386 -0.0274 -0.0225

1512745856.778    9.854    3.793    0.150 -0.874  0.0146 -0.0044  0.9441 -0.0482 -0.0249 -0.0225
1512745856.798    9.854    3.793    0.150 -0.874  0.0276  0.0012  0.9382 -0.0487 -0.0260 -0.0224
1512745858.381    9.855    3.793    0.150 -0.874  0.0452 -0.0278  0.9351 -0.0491 -0.0154 -0.0032
1512745858.413    9.875    3.810    0.150 -0.874  0.0122 -0.1367  0.9824 -0.0886  0.0591  0.5862
1512745858.440    9.883    3.804    0.150 -0.876 -0.0432  0.0454  0.9109  0.0298  0.0021  1.4446
1512745858.564    9.880    3.755    0.150 -1.070 -0.0215 -0.0830  0.9873 -0.0430 -0.0671  2.4794
1512745858.592    9.869    3.760    0.150 -1.142  0.0044  0.0371  0.9780 -0.1209 -0.0117  2.5335
1512745858.621    9.848    3.758    0.150 -1.216  0.0894  0.0549  0.9133 -0.0636 -0.0426  2.5950
1512745858.653    9.893    3.801    0.150 -1.294 -0.0369  0.0701  0.9548 -0.1025 -0.0383  2.5007
1512745858.768    9.893    3.801    0.150 -1.623  0.0305 -0.0403  0.9172 -0.0169 -0.1261  2.3612
1512745858.805    9.896    3.846    0.150 -1.672  0.0288 -0.0789  0.9041  0.0065 -0.0780  2.3420
1512745858.837    9.977    3.778    0.150 -1.743 -0.0647 -0.0920  1.0415 -0.0563 -0.1105  2.3191
1512745858.868    9.978    3.778    0.150 -1.838  0.0251 -0.0703  1.0095 -0.0812 -0.0178  2.4187
1512745859.005    9.951    3.753    0.150 -2.151  0.0271 -0.0044  0.9543 -0.0044 -0.0274  2.4281
1512745859.038   10.072    3.588    0.150 -2.247  0.0386 -0.0303  0.9270 -0.0939 -0.0714  2.3477
1512745859.073   10.075    3.634    0.150 -2.320 -0.0439  0.0371  0.8503 -0.0770  0.0433  2.4058
1512745859.215    9.944    3.752    0.150 -2.656 -0.0359 -0.0037  0.8118 -0.0723 -0.0265  2.4327
1512745859.246    9.919    3.747    0.150 -2.753  0.1533 -0.0735  0.9541  0.0378 -0.0312  2.3656

1512745859.400   10.049    3.860    0.150 -3.118 -0.0798  0.0105  0.9307 -0.1189 -0.0901  2.3637
1512745859.406   10.049    3.860    0.150 -3.166  0.0449 -0.0713  0.8132 -0.0858 -0.1003  2.3509
1512745859.424    9.924    4.032    0.150 -3.166 -0.0779 -0.0088  1.0261  0.0427 -0.0992  2.1408
1512745859.429    9.924    4.032    0.150 -3.214 -0.0398  0.0212  0.9480  0.0542 -0.0945  2.0441
1512745859.442    9.917    3.911    0.150 -3.236 -0.0203  0.1162  0.9873 -0.0743 -0.1392  1.7689
1512745859.449    9.917    3.911    0.150 -3.259  0.0090  0.0271  1.0444 -0.1145 -0.1414  1.5332
1512745859.453    9.917    3.911    0.150 -3.280  0.0371 -0.0308  0.9856 -0.1302 -0.1477  1.3824
1512745859.458    9.917    3.911    0.150 -3.280  0.0359 -0.0767  0.9546 -0.1013 -0.1230  1.1179
1512745859.471   10.063    3.933    0.150 -3.300  0.0518 -0.0916  0.9114 -0.0165 -0.1057  0.5766
1512745859.475   10.063    3.933    0.150 -3.316  0.0957 -0.0811  0.9141  0.0222 -0.1128  0.3720
1512745859.481   10.063    3.933    0.150 -3.316  0.0938 -0.0752  0.9160  0.0372 -0.0755  0.1771
1512745859.492   10.102    3.966    0.150 -3.328  0.0730  0.0229  0.8943 -0.0024  0.0190 -0.1406
1512745859.497   10.102    3.966    0.150 -3.336  0.0989  0.0498  0.8484 -0.0457  0.0581 -0.2169
1512745859.511   10.096    3.970    0.150 -3.339  0.0569  0.0403  0.9053 -0.1345  0.1286 -0.2613
1512745859.516   10.096    3.970    0.150 -3.340  0.0518  0.0369  0.9097 -0.1740  0.1385 -0.2422
1512745859.531   10.098    3.993    0.150 -3.338 -0.0256 -0.0525  1.0784 -0.1597  0.0905 -0.1523
1512745859.539   10.098    3.993    0.150 -3.336 -0.0774 -0.0879  1.0657 -0.0647  0.0383 -0.0913
1512745859.543   10.098    3.993    0.150 -3.334 -0.0869 -0.0640  0.9824 -0.0162  0.0052 -0.0651
1512745859.560   10.067    3.989    0.150 -3.331 -0.0781  0.0012  0.8921  0.0075 -0.0941 -0.0028
1512745859.564   10.067    3.989    0.150 -3.331 -0.0486  0.0325  0.9014 -0.0077 -0.1052  0.0045
1512745859.576   10.067    3.989    0.150 -3.330  0.0359  0.0042  0.9590 -0.0364 -0.0696  0.0067
1512745859.583   10.067    3.989    0.150 -3.330  0.0767  0.0022  0.9880 -0.0338 -0.0445 -0.0069
1512745859.601   10.112    3.928    0.150 -3.331  0.0388  0.0093  0.9146 -0.0411 -0.0160 -0.0362
1512745859.607   10.112    3.928    0.150 -3.331  0.0066  0.0251  0.9060 -0.0534 -0.0068 -0.0364
1512745859.613   10.112    3.928    0.150 -3.331 -0.0198  0.0051  0.9404 -0.0744 -0.0009 -0.0270
1512745859.632   10.198    3.859    0.150 -3.331 -0.0046 -0.0471  0.9456 -0.0313 -0.0308 -0.0196
1512745859.637   10.198    3.859    0.150 -3.331 -0.0046 -0.0232  0.9309 -0.0337 -0.0328 -0.0197
1512745859.653   10.026    3.829    0.150 -3.331  0.0229 -0.0283  0.9683 -0.0378 -0.0325 -0.0244
1512745859.658   10.026    3.829    0.150 -3.331  0.0129  0.0046  0.9338 -0.0430 -0.0273 -0.0213
1512745859.672   10.018    3.823    0.150 -3.331 -0.0042  0.0000  0.9365 -0.0507 -0.0145 -0.0213
1512745859.677   10.018    3.823    0.150 -3.331 -0.0203 -0.0068  0.9319 -0.0494 -0.0202 -0.0232
1512745859.693    9.985    3.869    0.150 -3.331  0.0176 -0.0010  0.9521 -0.0439 -0.0301 -0.0212
1512745859.698    9.985    3.869    0.150 -3.331  0.0166 -0.0125  0.9622 -0.0353 -0.0220 -0.0217
1512745859.711    9.984    3.859    0.150 -3.331  0.0146  0.0066  0.9517 -0.0410 -0.0248 -0.0225
1512745859.717    9.984    3.859    0.150 -3.331  0.0251 -0.0007  0.9404 -0.0477 -0.0301 -0.0206
1512745859.729    9.986    3.858    0.150 -3.331  0.0142  0.0125  0.9614 -0.0498 -0.0213 -0.0222
1512745859.734    9.986    3.858    0.150 -3.331  0.0081 -0.0176  0.9197 -0.0471 -0.0198 -0.0245
1512745859.751    9.990    3.857    0.150 -3.331  0.0122 -0.0115  0.9485 -0.0368 -0.0252 -0.0230
1512745859.755    9.990    3.857    0.150 -3.331  0.0051 -0.0024  0.9382 -0.0391 -0.0284 -0.0236
1512745859.770    9.990    3.856    0.150 -3.331  0.0020 -0.0042  0.9263 -0.0437 -0.0232 -0.0242
1512745859.774    9.990    3.856    0.150 -3.331  0.0205 -0.0039  0.9336 -0.0486 -0.0248 -0.0208
1512745859.789    9.991    3.856    0.150 -3.331  0.0144 -0.0059  0.9409 -0.0463 -0.0273 -0.0245
1512745859.794    9.991    3.856    0.150 -3.331  0.0063 -0.0107  0.9429 -0.0418 -0.0277 -0.0229
1512745859.810    9.992    3.857    0.150 -3.331  0.0154 -0.0093  0.9387 -0.0443 -0.0309 -0.0248
1512745859.814    9.992    3.857    0.150 -3.331  0.0271  0.0117  0.9446 -0.0438 -0.0262 -0.0221
1512745859.826    9.992    3.857    0.150 -3.331  0.0193  0.0007  0.9380 -0.0418 -0.0234 -0.0230
1512745859.838    9.992    3.857    0.150 -3.331  0.0044 -0.0283  0.9348 -0.0471 -0.0242 -0.0213
1512745859.845    9.992    3.857    0.150 -3.331  0.0193 -0.0042  0.9524 -0.0413 -0.0256 -0.0209
1512745859.856    9.992    3.857    0.150 -3.331 -0.0249 -0.0034  0.9485 -0.0441 -0.0236 -0.0257
1512745859.866    9.992    3.857    0.150 -3.331  0.0132 -0.0078  0.9099 -0.0431 -0.0128 -0.0225

dt vl vr
0.00 0.100 0.300
0.02 0.100 0.300
0.04 0.100 0.300
0.06 0.100 0.300
0.08 0.100 0.300
0.10 0.100 0.300
0.12 0.100 0.300
0.14 0.100 0.300
0.16 0.100 0.300
0.18 0.100 0.300
0.20 0.100 0.300
0.22 0.100 0.300
0.24 0.100 0.300
0.26 0.100 0.300
0.28 0.100 0.300
0.30 0.100 0.300
0.32 0.100 0.300
0.34 0.100 0.300
0.36 0.100 0.300
0.38 0.100 0.300
0.40 0.100 0.300
0.42 0.100 0.300
0.44 0.100 0.300
0.46 0.100 0.300
0.48 0.100 0.300
0.50 0.100 0.300
0.52 0.100 0.300
0.54 0.100 0.300
0.56 0.100 0.300
0.58 0.100 0.300
0.60 0.100 0.300
0.62 0.100 0.300
0.64 0.100 0.300
0.66 0.100 0.300
0.68 0.100 0.300
0.70 0.100 0.300
0.72 0.100 0.300
0.74 0.100 0.300
0.76 0.100 0.300
0.78 0.100 0.300
0.80 0.100 0.300
0.82 0.100 0.300
0.84 0.100 0.300
0.86 0.100 0.300
0.88 0.100 0.300
0.90 0.100 0.300
0.92 0.100 0.300
0.94 0.100 0.300
0.96 0.100 0.300
0.98 0.100 0.300
1.00 0.100 0.300
1.02 0.100 0.300
1.04 0.100 0.300
1.06 0.100 0.300
1.08 0.100 0.300
1.10 0.100 0.300
1.12 0.100 0.300
1.14 0.100 0.300
1.16 0.100 0.300
1.18 0.100 0.300
1.20 0.100 0.300
1.22 0.100 0.300
1.24 0.100 0.300
1.26 0.100 0.300
1.28 0.100 0.300
1.30 0.100 0.300
1.32 0.100 0.300
1.34 0.100 0.300
1.36 0.100 0.300
1.38 0.100 0.300
1.40 0.100 0.300
1.42 0.100 0.300
1.44 0.100 0.300
1.46 0.100 0.300
1.48 0.100 0.300
1.50 0.100 0.300
1.52 0.100 0.300
1.54 0.100 0.300
1.56 0.100 0.300
1.58 0.100 0.300
1.60 0.100 0.300
1.62 0.100 0.300
1.64 0.100 0.300
1.66 0.100 0.300
1.68 0.100 0.300
1.70 0.100 0.300
1.72 0.100 0.300
1.74 0.100 0.300
1.76 0.100 0.300
1.78 0.100 0.300
1.80 0.100 0.300
1.82 0.100 0.300
1.84 0.100 0.300
1.86 0.100 0.300
1.88 0.100 0.300
1.90 0.100 0.300
1.92 0.100 0.300
1.94 0.100 0.300
1.96 0.100 0.300
1.98 0.100 0.300
2.00 0.100 0.300
2.02 0.100 0.300
2.04 0.100 0.300
2.06 0.100 0.300
2.08 0.100 0.300
2.10 0.100 0.300
2.12 0.100 0.300
2.14 0.100 0.300
2.16 0.100 0.300
2.18 0.100 0.300
2.20 0.100 0.300
2.22 0.100 0.300
2.24 0.100 0.300
2.26 0.100 0.300
2.28 0.100 0.300
2.30 0.100 0.300
2.32 0.100 0.300
2.34 0.100 0.300
2.36 0.100 0.300
2.38 0.100 0.300
2.40 0.100 0.300
2.42 0.100 0.300
2.44 0.100 0.300
2.46 0.100 0.300
2.48 0.100 0.300
2.50 0.100 0.300
2.52 0.100 0.300
2.54 0.100 0.300
2.56 0.100 0.300
2.58 0.100 0.300
2.60 0.100 0.300
2.62 0.100 0.300
2.64 0.100 0.300
2.66 0.100 0.300
2.68 0.100 0.300
2.70 0.100 0.300
2.72 0.100 0.300
2.74 0.100 0.300
2.76 0.100 0.300
2.78 0.100 0.300
2.80 0.100 0.300
2.82 0.100 0.300
2.84 0.100 0.300
2.86 0.100 0.300
2.88 0.100 0.300
2.90 0.100 0.300
2.92 0.100 0.300
2.94 0.100 0.300
2.96 0.100 0.300
2.98 0.100 0.300
3.00 0.100 0.300
3.02 0.100 0.300
3.04 0.100 0.300
3.06 0.100 0.300
3.08 0.100 0.300
3.10 0.100 0.300
3.12 0.100 0.300
3.14 0.100 0.300
3.16 0.100 0.300
3.18 0.100 0.300
3.20 0.100 0.300
3.22 0.100 0.300
3.24 0.100 0.300
3.26 0.100 0.300
3.28 0.100 0.300
3.30 0.100 0.300
3.32 0.100 0.300
3.34 0.100 0.300
3.36 0.100 0.300
3.38 0.100 0.300
3.40 0.100 0.300
3.42 0.100 0.300
3.44 0.100 0.300
3.46 0.100 0.300
3.48 0.100 0.300
3.50 0.100 0.300
3.52 0.100 0.300
3.54 0.100 0.300
3.56 0.100 0.300
3.58 0.100 0.300
3.60 0.100 0.300
3.62 0.100 0.300
3.64 0.100 0.300
3.66 0.100 0.300
3.68 0.100 0.300
3.70 0.100 0.300
3.72 0.100 0.300
3.74 0.100 0.300
3.76 0.100 0.300
3.78 0.100 0.300
3.80 0.100 0.300
3.82 0.100 0.300
3.84 0.100 0.300
3.86 0.100 0.300
3.88 0.100 0.300
3.90 0.100 0.300
3.92 0.100 0.300
3.94 0.100 0.300
3.96 0.100 0.300
3.98 0.100 0.300
4.00 0.100 0.300
4.02 0.100 0.300
4.04 0.100 0.300
4.06 0.100 0.300
4.08 0.100 0.300
4.10 0.100 0.300
4.12 0.100 0.300
4.14 0.100 0.300
4.16 0.100 0.300
4.18 0.100 0.300
4.20 0.100 0.300
4.22 0.100 0.300
4.24 0.100 0.300
4.26 0.100 0.300
4.28 0.100 0.300
4.30 0.100 0.300
4.32 0.100 0.300
4.34 0.100 0.300
