dt vl vr
1512745861.493   10.009    3.814    0.150 -3.329  0.0073 -0.0161  0.9539 -0.0441 -0.0206 -0.0217
1512745861.512   10.019    3.810    0.150 -3.329  0.0110 -0.0044  0.9500 -0.0414 -0.0248 -0.0228
1512745861.518   10.019    3.810    0.150 -3.329 -0.0049  0.0037  0.9421 -0.0434 -0.0262 -0.0209
1512745861.535   10.202    3.841    0.150 -3.329  0.0286 -0.0076  0.9387 -0.0461 -0.0234 -0.0212
1512745861.542   10.202    3.841    0.150 -3.329 -0.0154  0.0090  0.9500 -0.0453 -0.0252 -0.0222
1512745861.559   10.212    3.846    0.150 -3.329  0.0027  0.0115  0.9453 -0.0445 -0.0301 -0.0221
1512745861.564   10.212    3.846    0.150 -3.329  0.0210 -0.0061  0.9475 -0.0423 -0.0229 -0.0237
1512745861.580   10.208    3.852    0.150 -3.329 -0.0032 -0.0061  0.9441 -0.0376 -0.0144 -0.0225
1512745861.588   10.208    3.852    0.150 -3.329  0.0171 -0.0171  0.9404 -0.0474 -0.0234 -0.0244
1512745861.594   10.208    3.852    0.150 -3.329  0.0010  0.0168  0.9338 -0.0434 -0.0264 -0.0225
1512745861.617   10.190    3.869    0.150 -3.329  0.0002 -0.0085  0.9292 -0.0409 -0.0230 -0.0205
1512745861.637   10.125    3.857    0.150 -3.329  0.0068 -0.0181  0.9399 -0.0449 -0.0196 -0.0212
1512745861.644   10.125    3.857    0.150 -3.329  0.0139  0.0105  0.9475 -0.0398 -0.0196 -0.0242
1512745861.660   10.125    3.857    0.150 -3.329  0.0122  0.0085  0.9485 -0.0441 -0.0182 -0.0237
1512745861.666   10.125    3.857    0.150 -3.329  0.0085 -0.0061  0.9597 -0.0439 -0.0329 -0.0206
1512745861.686   10.143    3.831    0.150 -3.329 -0.0103 -0.0068  0.9451 -0.0429 -0.0196 -0.0252
1512745861.702   10.143    3.831    0.150 -3.329  0.0020  0.0046  0.9443 -0.0422 -0.0301 -0.0258
1512745861.708   10.143    3.831    0.150 -3.329  0.0305 -0.0217  0.9551 -0.0423 -0.0197 -0.0236
1512745861.713   10.143    3.831    0.150 -3.329 -0.0142  0.0098  0.9368 -0.0421 -0.0238 -0.0237
1512745861.729   10.143    3.831    0.150 -3.329  0.0022 -0.0195  0.9287 -0.0423 -0.0260 -0.0206
1512745861.737   10.143    3.831    0.150 -3.329  0.0017 -0.0042  0.9387 -0.0461 -0.0262 -0.0250
1512745861.756   10.018    3.808    0.150 -3.329 -0.0007  0.0129  0.9460 -0.0329 -0.0302 -0.0398
1512745861.764   10.018    3.808    0.150 -3.329  0.0144  0.0220  0.9478 -0.0333 -0.0348 -0.0523
1512745861.782   10.014    3.805    0.150 -3.329  0.0117 -0.0103  0.9331 -0.0527 -0.0145 -0.0586
1512745861.805    9.998    3.829    0.150 -3.329 -0.0017 -0.0029  0.9561 -0.0421 -0.0368 -0.0567
1512745861.826    9.999    3.831    0.150 -3.328  0.0115 -0.0352  0.9270 -0.0543 -0.0092 -0.0145
1512745861.831    9.999    3.831    0.150 -3.328 -0.0039 -0.0317  0.9312 -0.0449 -0.0268 -0.0148
1512745861.850   10.009    3.828    0.150 -3.328  0.0051  0.0166  0.9355 -0.0383 -0.0317 -0.0270
1512745861.857   10.009    3.828    0.150 -3.328  0.0198 -0.0132  0.9392 -0.0430 -0.0274 -0.0204
1512745861.875   10.132    3.847    0.150 -3.328  0.0020  0.0017  0.9373 -0.0509 -0.0172 -0.0248
1512745861.880   10.132    3.847    0.150 -3.328 -0.0100 -0.0066  0.9463 -0.0467 -0.0146 -0.0246
1512745861.899   10.135    3.848    0.150 -3.328  0.0061 -0.0081  0.9392 -0.0467 -0.0277 -0.0192
1512745861.922   10.195    3.762    0.150 -3.328  0.0115  0.0039  0.9368 -0.0493 -0.0240 -0.0209
1512745861.941   10.194    3.743    0.150 -3.328  0.0193  0.0017  0.9507 -0.0430 -0.0262 -0.0250
1512745861.960   10.201    3.740    0.150 -3.328 -0.0015 -0.0164  0.9380 -0.0507 -0.0234 -0.0242
1512745861.981   10.197    3.737    0.150 -3.328  0.0190  0.0178  0.9509 -0.0495 -0.0278 -0.0213
1512745861.987   10.197    3.737    0.150 -3.328 -0.0105 -0.0193  0.9326 -0.0410 -0.0286 -0.0232
1512745862.005   10.199    3.738    0.150 -3.328  0.0244  0.0068  0.9419 -0.0486 -0.0250 -0.0176
1512745862.010   10.199    3.738    0.150 -3.328 -0.0054  0.0012  0.9543 -0.0442 -0.0194 -0.0222
1512745862.032   10.159    3.796    0.150 -3.328  0.0266 -0.0024  0.9622 -0.0455 -0.0210 -0.0196
1512745862.051   10.160    3.822    0.150 -3.328  0.0149 -0.0054  0.9485 -0.0422 -0.0264 -0.0230
1512745862.073   10.139    3.841    0.150 -3.328  0.0117 -0.0107  0.9468 -0.0395 -0.0273 -0.0205
1512745862.079   10.139    3.841    0.150 -3.328  0.0200 -0.0032  0.9292 -0.0467 -0.0209 -0.0213
1512745862.100   10.086    3.832    0.150 -3.328  0.0295 -0.0100  0.9590 -0.0507 -0.0260 -0.0204
1512745862.122   10.082    3.829    0.150 -3.328  0.0098 -0.0024  0.9631 -0.0413 -0.0220 -0.0214
1512745862.127   10.082    3.829    0.150 -3.328  0.0122  0.0134  0.9541 -0.0437 -0.0282 -0.0236
1512745862.147   10.042    3.887    0.150 -3.328  0.0110 -0.0024  0.9358 -0.0453 -0.0200 -0.0201
1512745862.169   10.041    3.864    0.150 -3.328  0.0110 -0.0049  0.9294 -0.0454 -0.0285 -0.0213
1512745862.174   10.041    3.864    0.150 -3.328 -0.0059 -0.0051  0.9524 -0.0441 -0.0200 -0.0257
1512745862.191   10.038    3.865    0.150 -3.328 -0.0088 -0.0046  0.9331 -0.0450 -0.0298 -0.0242
1512745862.198   10.038    3.865    0.150 -3.328  0.0110 -0.0129  0.9521 -0.0409 -0.0234 -0.0258
1512745862.214   10.033    3.865    0.150 -3.328  0.0142 -0.0078  0.9373 -0.0486 -0.0224 -0.0232
1512745862.236   10.037    3.868    0.150 -3.328  0.0232 -0.0027  0.9509 -0.0449 -0.0224 -0.0232
1512745862.243   10.037    3.868    0.150 -3.328  0.0000 -0.0054  0.9482 -0.0397 -0.0281 -0.0192
1512745862.264   10.098    3.780    0.150 -3.328 -0.0093 -0.0171  0.9231 -0.0457 -0.0194 -0.0192
1512745862.281   10.096    3.776    0.150 -3.328  0.0229 -0.0149  0.9436 -0.0423 -0.0282 -0.0225
1512745862.288   10.096    3.776    0.150 -3.328  0.0020 -0.0034  0.9695 -0.0354 -0.0158 -0.0226
1512745862.308   10.108    3.763    0.150 -3.328  0.0129  0.0142  0.9534 -0.0439 -0.0348 -0.0228
1512745862.314   10.108    3.763    0.150 -3.328 -0.0010 -0.0154  0.9656 -0.0461 -0.0218 -0.0205
1512745862.333   10.205    3.783    0.150 -3.328  0.0129 -0.0073  0.9534 -0.0478 -0.0269 -0.0266
1512745862.338   10.205    3.783    0.150 -3.328  0.0037 -0.0046  0.9336 -0.0417 -0.0297 -0.0300
1512745862.358   10.192    3.778    0.150 -3.328  0.0063  0.0381  0.9434 -0.0300 -0.0398 -0.0625
1512745862.365   10.192    3.778    0.150 -3.328  0.0083  0.0139  0.9521 -0.0377 -0.0273 -0.0692
1512745862.383   10.196    3.773    0.150 -3.328  0.0212 -0.0151  0.9548 -0.0630 -0.0084 -0.0522
1512745862.390   10.196    3.773    0.150 -3.327 -0.0146 -0.0229  0.9287 -0.0471 -0.0157 -0.0513
1512745862.410   10.198    3.783    0.150 -3.327  0.0227 -0.0203  0.9558 -0.0463 -0.0273 -0.0446
1512745862.417   10.198    3.783    0.150 -3.327  0.0142 -0.0178  0.9324 -0.0523 -0.0113 -0.0365
1512745862.436   10.197    3.783    0.150 -3.326  0.0103 -0.0310  0.9602 -0.0378 -0.0238 -0.0229
1512745862.442   10.197    3.783    0.150 -3.326 -0.0044  0.0027  0.9688 -0.0337 -0.0290 -0.0250
1512745862.458   10.098    3.764    0.150 -3.325  0.0142  0.0122  0.9324 -0.0308 -0.0366 -0.0427
1512745862.464   10.098    3.764    0.150 -3.325  0.0288  0.0054  0.9543 -0.0413 -0.0301 -0.0439
1512745862.480   10.098    3.762    0.150 -3.325  0.0110 -0.0359  0.9197 -0.0547 -0.0164 -0.0192
1512745862.487   10.098    3.762    0.150 -3.325  0.0044 -0.0037  0.9502 -0.0467 -0.0200 -0.0228
1512745862.509   10.134    3.710    0.150 -3.325  0.0366 -0.0020  0.9387 -0.0429 -0.0356 -0.0213
1512745862.524   10.134    3.710    0.150 -3.325  0.0413  0.0027  0.9458 -0.0458 -0.0169 -0.0198
1512745862.531   10.134    3.710    0.150 -3.325  0.0054 -0.0073  0.9500 -0.0486 -0.0178 -0.0242
1512745862.550   10.150    3.694    0.150 -3.325  0.0010 -0.0154  0.9399 -0.0389 -0.0328 -0.0185
1512745862.574   10.298    3.735    0.150 -3.325  0.0105  0.0127  0.9417 -0.0449 -0.0280 -0.0206
1512745862.592   10.307    3.739    0.150 -3.325  0.0251 -0.0100  0.9448 -0.0429 -0.0256 -0.0238
1512745862.597   10.307    3.739    0.150 -3.325 -0.0046 -0.0093  0.9448 -0.0461 -0.0286 -0.0214
1512745862.618   10.247    3.827    0.150 -3.325  0.0090  0.0022  0.9312 -0.0422 -0.0216 -0.0236
1512745862.635   10.246    3.826    0.150 -3.325 -0.0037 -0.0120  0.9377 -0.0426 -0.0230 -0.0213
1512745862.642   10.246    3.826    0.150 -3.325  0.0159  0.0059  0.9380 -0.0411 -0.0284 -0.0217
1512745862.661   10.231    3.837    0.150 -3.325  0.0146 -0.0171  0.9553 -0.0467 -0.0266 -0.0210
1512745862.668   10.231    3.837    0.150 -3.325  0.0107  0.0117  0.9570 -0.0451 -0.0229 -0.0240
1512745862.685   10.034    3.800    0.150 -3.325 -0.0232  0.0042  0.9202 -0.0393 -0.0218 -0.0224
1512745862.694   10.034    3.800    0.150 -3.325  0.0032 -0.0068  0.9597 -0.0418 -0.0134 -0.0197
1512745862.711   10.030    3.796    0.150 -3.325  0.0032  0.0005  0.9407 -0.0407 -0.0258 -0.0208
1512745862.717   10.030    3.796    0.150 -3.325  0.0054  0.0090  0.9646 -0.0497 -0.0228 -0.0232
1512745862.741   10.085    3.712    0.150 -3.325  0.0081 -0.0186  0.9397 -0.0417 -0.0250 -0.0220
1512745862.763   10.087    3.721    0.150 -3.325  0.0076  0.0002  0.9236 -0.0471 -0.0256 -0.0240
1512745862.769   10.087    3.721    0.150 -3.325  0.0156 -0.0183  0.9485 -0.0419 -0.0268 -0.0202
1512745862.790   10.073    3.736    0.150 -3.325 -0.0042 -0.0059  0.9443 -0.0393 -0.0212 -0.0240
1512745862.796   10.073    3.736    0.150 -3.325  0.0081 -0.0059  0.9438 -0.0438 -0.0278 -0.0220
1512745862.813   10.119    3.746    0.150 -3.325 -0.0059 -0.0146  0.9375 -0.0401 -0.0257 -0.0246
1512745862.820   10.119    3.746    0.150 -3.325  0.0078  0.0015  0.9402 -0.0438 -0.0282 -0.0244
1512745862.839   10.122    3.747    0.150 -3.325  0.0144  0.0022  0.9387 -0.0462 -0.0273 -0.0230
1512745862.844   10.122    3.747    0.150 -3.325  0.0183 -0.0027  0.9436 -0.0445 -0.0220 -0.0261
1512745862.862   10.134    3.730    0.150 -3.325  0.0117  0.0105  0.9778 -0.0385 -0.0188 -0.0242
1512745862.869   10.134    3.730    0.150 -3.325  0.0225 -0.0171  0.9309 -0.0443 -0.0262 -0.0213
1512745862.889   10.133    3.715    0.150 -3.325  0.0095 -0.0027  0.9529 -0.0447 -0.0309 -0.0293
1512745862.909   10.149    3.700    0.150 -3.325  0.0088 -0.0029  0.9307 -0.0413 -0.0285 -0.0361
1512745862.916   10.149    3.700    0.150 -3.325  0.0117  0.0171  0.9419 -0.0333 -0.0253 -0.0406
1512745862.936   10.104    3.690    0.150 -3.325  0.0139 -0.0020  0.9448 -0.0443 -0.0212 -0.0662
1512745862.943   10.104    3.690    0.150 -3.325  0.0383 -0.0078  0.9438 -0.0671 -0.0056 -0.0519
1512745862.960   10.102    3.688    0.150 -3.325 -0.0100 -0.0491  0.9341 -0.0519 -0.0154 -0.0216
1512745862.966   10.102    3.688    0.150 -3.325  0.0007 -0.0496  0.9502 -0.0368 -0.0270 -0.0216
1512745862.988   10.073    3.731    0.150 -3.324  0.0120  0.0261  0.9360 -0.0258 -0.0503 -0.0402
1512745863.006   10.074    3.734    0.150 -3.324  0.0483 -0.0056  0.9514 -0.0625 -0.0145 -0.0481
1512745863.013   10.074    3.734    0.150 -3.324  0.0281 -0.0273  0.9270 -0.0708  0.0011 -0.0337
1512745863.037   10.065    3.738    0.150 -3.324 -0.0112 -0.0242  0.9680 -0.0321 -0.0222 -0.0218
1512745863.042   10.065    3.738    0.150 -3.323 -0.0334 -0.0049  0.9460 -0.0308 -0.0376 -0.0218
1512745863.061   10.114    3.751    0.150 -3.323  0.0137  0.0085  0.9211 -0.0356 -0.0348 -0.0169
1512745863.067   10.114    3.751    0.150 -3.323  0.0527 -0.0015  0.9209 -0.0437 -0.0184 -0.0212
1512745863.089   10.113    3.756    0.150 -3.323 -0.0176 -0.0144  0.9456 -0.0473 -0.0281 -0.0213
1512745863.096   10.113    3.756    0.150 -3.323  0.0205 -0.0010  0.9558 -0.0467 -0.0260 -0.0236
1512745863.116   10.084    3.799    0.150 -3.323 -0.0044  0.0088  0.9390 -0.0430 -0.0270 -0.0196
1512745863.136   10.085    3.809    0.150 -3.323  0.0134 -0.0203  0.9438 -0.0393 -0.0241 -0.0225
1512745863.143   10.085    3.809    0.150 -3.323 -0.0076 -0.0251  0.9426 -0.0469 -0.0225 -0.0228
1512745863.162   10.088    3.808    0.150 -3.323  0.0220 -0.0090  0.9436 -0.0483 -0.0256 -0.0245
1512745863.169   10.088    3.808    0.150 -3.323  0.0081  0.0088  0.9553 -0.0425 -0.0261 -0.0184
1512745863.189   10.142    3.817    0.150 -3.323  0.0046 -0.0149  0.9424 -0.0431 -0.0244 -0.0245
1512745863.195   10.142    3.817    0.150 -3.323  0.0054  0.0027  0.9556 -0.0433 -0.0301 -0.0226
1512745863.217   10.139    3.816    0.150 -3.323  0.0305 -0.0212  0.9287 -0.0449 -0.0253 -0.0194
1512745863.238   10.128    3.830    0.150 -3.323  0.0017  0.0044  0.9451 -0.0474 -0.0292 -0.0208
1512745863.259   10.127    3.824    0.150 -3.323  0.0171  0.0010  0.9343 -0.0446 -0.0162 -0.0220
1512745863.262   10.127    3.824    0.150 -3.323 -0.0027 -0.0039  0.9351 -0.0407 -0.0256 -0.0316
1512745863.272   10.127    3.823    0.150 -3.323 -0.0063 -0.0042  0.9429 -0.0442 -0.0221 -0.0200
1512745863.276   10.127    3.823    0.150 -3.323  0.0112  0.0166  0.9321 -0.0463 -0.0298 -0.0210
1512745863.283   10.127    3.823    0.150 -3.323  0.0056 -0.0210  0.9309 -0.0433 -0.0202 -0.0233
1512745863.287   10.127    3.823    0.150 -3.323 -0.0234 -0.0015  0.9246 -0.0419 -0.0297 -0.0202
1512745863.291   10.127    3.823    0.150 -3.323  0.0215  0.0117  0.9478 -0.0474 -0.0260 -0.0221
1512745863.294   10.127    3.823    0.150 -3.323  0.0288 -0.0073  0.9370 -0.0421 -0.0172 -0.0285
1512745863.296   10.127    3.823    0.150 -3.323 -0.0210  0.0034  0.9414 -0.0425 -0.0220 -0.0216
1512745863.306   10.139    3.829    0.150 -3.323  0.0068 -0.0154  0.9524 -0.0438 -0.0189 -0.0209
1512745863.310   10.139    3.829    0.150 -3.323 -0.0024 -0.0022  0.9419 -0.0458 -0.0272 -0.0238
1512745863.313   10.139    3.829    0.150 -3.323  0.0078 -0.0044  0.9360 -0.0470 -0.0289 -0.0213
1512745863.326   10.081    3.914    0.150 -3.323  0.0015 -0.0063  0.9263 -0.0458 -0.0224 -0.0213
1512745863.329   10.081    3.914    0.150 -3.323  0.0054 -0.0076  0.9397 -0.0439 -0.0281 -0.0238
1512745863.333   10.081    3.914    0.150 -3.323  0.0098 -0.0183  0.9380 -0.0417 -0.0261 -0.0269
1512745863.344   10.080    3.905    0.150 -3.323  0.0239 -0.0017  0.9512 -0.0430 -0.0250 -0.0206
1512745863.349   10.080    3.905    0.150 -3.323  0.0020 -0.0056  0.9397 -0.0414 -0.0213 -0.0254
1512745863.352   10.080    3.905    0.150 -3.323  0.0024 -0.0073  0.9307 -0.0426 -0.0256 -0.0178
1512745863.363   10.083    3.903    0.150 -3.323  0.0125  0.0015  0.9470 -0.0453 -0.0264 -0.0233
1512745863.367   10.083    3.903    0.150 -3.323  0.0066  0.0034  0.9585 -0.0451 -0.0237 -0.0244
1512745863.370   10.083    3.903    0.150 -3.323 -0.0002 -0.0032  0.9309 -0.0403 -0.0237 -0.0261
1512745863.382   10.093    3.903    0.150 -3.323  0.0146  0.0017  0.9448 -0.0417 -0.0249 -0.0261
1512745863.386   10.093    3.903    0.150 -3.323  0.0112  0.0022  0.9355 -0.0439 -0.0278 -0.0213
1512745863.390   10.093    3.903    0.150 -3.323  0.0217 -0.0142  0.9382 -0.0402 -0.0196 -0.0241
1512745863.399   10.092    3.902    0.150 -3.323  0.0137  0.0000  0.9500 -0.0455 -0.0229 -0.0244
1512745863.402   10.092    3.902    0.150 -3.323  0.0061 -0.0073  0.9426 -0.0442 -0.0224 -0.0204
1512745863.406   10.092    3.902    0.150 -3.323 -0.0122 -0.0059  0.9536 -0.0425 -0.0264 -0.0258
1512745863.420   10.040    3.977    0.150 -3.323  0.0000 -0.0002  0.9370 -0.0397 -0.0272 -0.0220
1512745863.425   10.040    3.977    0.150 -3.323  0.0254  0.0266  0.9387 -0.0426 -0.0236 -0.0225
1512745863.436   10.041    3.987    0.150 -3.323  0.0100 -0.0127  0.9319 -0.0474 -0.0218 -0.0229
1512745863.440   10.041    3.987    0.150 -3.323 -0.0208 -0.0144  0.9097 -0.0442 -0.0212 -0.0245
1512745863.445   10.041    3.987    0.150 -3.323  0.0059 -0.0134  0.9255 -0.0364 -0.0228 -0.0194
1512745863.457   10.056    3.976    0.150 -3.323  0.0146 -0.0159  0.9578 -0.0450 -0.0290 -0.0189
1512745863.463   10.056    3.976    0.150 -3.323  0.0164 -0.0044  0.9382 -0.0434 -0.0229 -0.0232
1512745863.483    9.938    3.960    0.150 -3.323  0.0046 -0.0037  0.9375 -0.0451 -0.0292 -0.0230
1512745863.489    9.938    3.960    0.150 -3.323  0.0134 -0.0039  0.9651 -0.0394 -0.0217 -0.0232
1512745863.507    9.937    3.960    0.150 -3.323  0.0088 -0.0024  0.9412 -0.0447 -0.0270 -0.0280
1512745863.515    9.937    3.960    0.150 -3.323  0.0176  0.0034  0.9470 -0.0407 -0.0274 -0.0276
1512745863.536    9.946    3.946    0.150 -3.323 -0.0046  0.0164  0.9421 -0.0322 -0.0330 -0.0598
1512745863.554    9.948    3.957    0.150 -3.323  0.0396 -0.0142  0.9304 -0.0605 -0.0142 -0.0682
1512745863.560    9.948    3.957    0.150 -3.323  0.0237 -0.0217  0.9485 -0.0686  0.0047 -0.0515
1512745863.581    9.934    3.969    0.150 -3.323 -0.0164 -0.0112  0.9531 -0.0269 -0.0374 -0.0406
1512745863.587    9.934    3.969    0.150 -3.322 -0.0164  0.0083  0.9775 -0.0136 -0.0583 -0.0545
1512745863.603   10.085    3.989    0.150 -3.322  0.0256  0.0178  0.9348 -0.0421 -0.0261 -0.0559
1512745863.610   10.085    3.989    0.150 -3.322  0.0188 -0.0037  0.9258 -0.0529 -0.0157 -0.0502
1512745863.633   10.073    3.974    0.150 -3.320  0.0098 -0.0303  0.9636 -0.0526 -0.0111 -0.0481
1512745863.640   10.073    3.974    0.150 -3.320  0.0347 -0.0198  0.9460 -0.0566 -0.0089 -0.0338
1512745863.660   10.088    3.953    0.150 -3.320 -0.0195  0.0256  0.9487 -0.0350 -0.0364 -0.0218
1512745863.666   10.088    3.953    0.150 -3.319  0.0034  0.0066  0.9512 -0.0337 -0.0337 -0.0268
1512745863.686   10.087    3.939    0.150 -3.319  0.0208  0.0010  0.9580 -0.0469 -0.0245 -0.0196
1512745863.706   10.081    3.941    0.150 -3.319  0.0005 -0.0044  0.9485 -0.0463 -0.0214 -0.0244
1512745863.711   10.081    3.941    0.150 -3.319 -0.0054 -0.0144  0.9487 -0.0417 -0.0248 -0.0220
1512745863.731   10.099    3.945    0.150 -3.319  0.0305 -0.0093  0.9292 -0.0405 -0.0282 -0.0225
1512745863.738   10.099    3.945    0.150 -3.319  0.0085  0.0054  0.9363 -0.0446 -0.0185 -0.0265
1512745863.755   10.110    3.952    0.150 -3.319 -0.0027 -0.0088  0.9463 -0.0441 -0.0296 -0.0230
1512745863.761   10.110    3.952    0.150 -3.319  0.0144 -0.0264  0.9570 -0.0405 -0.0282 -0.0246
1512745863.778   10.112    3.952    0.150 -3.319  0.0039 -0.0022  0.9448 -0.0471 -0.0252 -0.0248
1512745863.786   10.112    3.952    0.150 -3.319  0.0029 -0.0027  0.9478 -0.0445 -0.0226 -0.0210
1512745863.805   10.113    3.954    0.150 -3.319  0.0068 -0.0100  0.9543 -0.0485 -0.0234 -0.0241
1512745863.811   10.113    3.954    0.150 -3.319  0.0117 -0.0076  0.9463 -0.0419 -0.0266 -0.0240
1512745863.827   10.112    3.955    0.150 -3.319  0.0173  0.0022  0.9417 -0.0421 -0.0216 -0.0206
1512745863.834   10.112    3.955    0.150 -3.319  0.0159 -0.0193  0.9336 -0.0463 -0.0266 -0.0225
1512745863.851   10.000    3.938    0.150 -3.319  0.0366  0.0066  0.9517 -0.0435 -0.0252 -0.0222

1512745863.884    9.991    3.934    0.150 -3.319 -0.0078 -0.0093  0.9446 -0.0383 -0.0289 -0.0224
1512745863.907   10.003    3.914    0.150 -3.319  0.0051 -0.0093  0.9409 -0.0433 -0.0233 -0.0234
1512745865.499   10.002    3.904    0.150 -3.315 -0.0122  0.0359  0.9460 -0.0493 -0.0182  0.5493
1512745865.527   10.019    3.889    0.150 -3.326  0.0320  0.0017  0.8882 -0.0527  0.0178  0.6436
1512745865.547   10.139    3.909    0.150 -3.338 -0.0415  0.0139  0.9631 -0.0210  0.0285  0.6954
1512745865.569   10.157    3.927    0.150 -3.343 -0.0684 -0.0166  0.9709 -0.0656 -0.0778  0.7200
1512745865.594   10.163    3.923    0.150 -3.372 -0.0093  0.0054  0.8613  0.0397 -0.0071  0.8208
1512745865.735   10.161    3.894    0.150 -3.490  0.0312 -0.1104  0.9851 -0.0482  0.0091  0.7408
1512745865.757   10.226    3.839    0.150 -3.498 -0.0432  0.0347  0.9297  0.0321 -0.0454  0.7401
1512745865.779   10.290    3.852    0.150 -3.521  0.0215  0.0322  0.8909 -0.0433 -0.0237  0.7594
1512745865.902   10.132    3.711    0.150 -3.613  0.0293  0.0122  0.9336 -0.0399 -0.0694  0.7767
1512745865.932   10.175    3.654    0.150 -3.643  0.0674 -0.0298  0.9131  0.0005 -0.0011  0.7674
1512745865.953   10.177    3.660    0.150 -3.652 -0.0247  0.0505  0.9058 -0.0607 -0.0483  0.7112
1512745865.984   10.242    3.601    0.150 -3.684  0.0312 -0.0051  0.8936  0.0024 -0.0029  0.7574
1512745866.107   10.209    3.591    0.150 -3.769 -0.0278 -0.0049  0.9812 -0.0664 -0.0435  0.7638
1512745866.130   10.398    3.761    0.150 -3.793  0.0166  0.0308  0.9453 -0.0702 -0.0168  0.7571
1512745866.153   10.419    3.728    0.150 -3.809  0.0046 -0.0342  0.9692 -0.0254 -0.0700  0.7483
1512745866.177   10.421    3.746    0.150 -3.832 -0.0044 -0.0503  0.9341 -0.0411 -0.0160  0.7222
1512745866.299   10.334    3.826    0.150 -3.925 -0.0278  0.0566  0.9077 -0.0585  0.0075  0.7494
1512745866.319   10.165    3.792    0.150 -3.948 -0.0176  0.0371  1.0166 -0.0776 -0.0241  0.7317
1512745866.344   10.220    3.842    0.150 -3.962  0.0469 -0.0002  0.8894 -0.0703 -0.0298  0.7735
1512745866.367   10.328    3.666    0.150 -3.970 -0.0339  0.0298  1.0039 -0.0806 -0.0007  0.7814
1512745866.400   10.326    3.657    0.150 -4.001  0.0244 -0.0242  0.9226  0.0301 -0.0438  0.7285
1512745866.539   10.457    3.496    0.150 -4.108 -0.0229  0.0452  0.9333  0.0517 -0.0079  0.7499
1512745866.560   10.483    3.505    0.150 -4.124 -0.0398  0.0710  0.9207 -0.1234 -0.0691  0.7740
1512745866.582   10.334    3.379    0.150 -4.148  0.0198 -0.0393  0.9556 -0.0901 -0.0286  0.7611
1512745866.706   10.218    3.563    0.150 -4.235 -0.0359  0.0854  0.9844 -0.1336 -0.0141  0.7724
1512745866.726   10.220    3.596    0.150 -4.259  0.0383 -0.0454  0.9600 -0.0852 -0.0286  0.7567
1512745866.747   10.223    3.596    0.150 -4.275 -0.0815 -0.0320  0.9446  0.0039 -0.0441  0.7899
1512745866.771   10.373    3.654    0.150 -4.298 -0.0706  0.0710  0.9355 -0.0630 -0.0467  0.7695
1512745866.789   10.394    3.674    0.150 -4.314  0.0352  0.0112  0.9365 -0.1602 -0.0289  0.7607
1512745866.869   10.451    3.588    0.150 -4.379  0.0164 -0.0400  0.9124 -0.0297 -0.0427  0.7863
1512745866.893   10.455    3.637    0.150 -4.395 -0.0544 -0.0332  0.9731 -0.0511 -0.0302  0.7681
1512745866.918   10.335    3.752    0.150 -4.419  0.0276  0.0278  0.8691 -0.0333  0.0004  0.7673
1512745866.942   10.320    3.749    0.150 -4.434 -0.0176  0.0237  0.9927 -0.0676 -0.0481  0.7923
1512745866.966   10.239    3.679    0.150 -4.458  0.0413 -0.0200  0.8989 -0.0880 -0.0542  0.7763
1512745866.992   10.251    3.662    0.150 -4.475 -0.0432  0.0261  0.9434 -0.0305 -0.0383  0.7760
1512745867.071   10.246    3.602    0.150 -4.539 -0.0281  0.0522  0.9417 -0.0317 -0.0268  0.8000
1512745867.095   10.396    3.448    0.150 -4.554  0.0007 -0.0518  0.9465 -0.1045 -0.0190  0.7823
1512745867.103   10.396    3.448    0.150 -4.562  0.0164 -0.0300  0.9675 -0.0855 -0.0421  0.7686
1512745867.132   10.406    3.452    0.150 -4.587  0.0117  0.0168  0.8484 -0.0059 -0.0430  0.7795
1512745867.156   10.555    3.582    0.150 -4.602  0.0239 -0.0396  0.9585 -0.0581 -0.0035  0.7723
1512745867.163   10.555    3.582    0.150 -4.619 -0.0161 -0.0334  1.0166 -0.0546 -0.0059  0.7591
1512745867.232   10.587    3.529    0.150 -4.664  0.0017 -0.0447  0.9282 -0.1009 -0.0369  0.7514
1512745867.254   10.592    3.589    0.150 -4.681  0.0369 -0.0095  0.9475  0.0241 -0.0389  0.7618
1512745867.278   10.552    3.632    0.150 -4.704 -0.0054 -0.0195  0.9363 -0.0824 -0.0387  0.7926
1512745867.303   10.485    3.602    0.150 -4.719 -0.0063 -0.0090  0.9880 -0.0923 -0.0445  0.7670
1512745867.327   10.499    3.608    0.150 -4.744 -0.0176 -0.0164  0.9258 -0.0125 -0.0265  0.7721
1512745867.333   10.499    3.608    0.150 -4.752  0.0005 -0.0269  0.8752 -0.0005 -0.0049  0.7693
1512745867.363   10.528    3.562    0.150 -4.776 -0.0129 -0.0027  1.0647 -0.0976  0.0168  0.7409
1512745867.426   10.534    3.651    0.150 -4.821 -0.0037 -0.0093  0.9348 -0.0652 -0.0063  0.7525
1512745867.452   10.471    3.719    0.150 -4.837 -0.0166 -0.0347  1.0273 -0.0306 -0.0312  0.7617
1512745867.475   10.460    3.716    0.150 -4.860 -0.0073  0.0254  0.9492 -0.0868 -0.0523  0.7927
1512745867.498   10.443    3.707    0.150 -4.876 -0.0425 -0.0051  0.9568 -0.0270 -0.0321  0.7842
